"table_name","field_name","data_type","length","description_en","description_hr","business_meaning","example_value","domain_area","description_source","needs_review"
"EQUI","SERGE","CHAR","30","Serial Number","Serijski broj","Manufacturer serial number","SN-HW-RT-00001","equipment","existing","0"
"EQUI","STAT_TEXT","","","Human-readable text description of equipment status.","","Descriptive text corresponding to equipment status codes, providing clear business meaning for operational states. Used in reporting and dashboards to display equipment status in user-friendly format rather than cryptic status codes.","Active - In Service","equipment","source_column_roles","0"
"EQUI","TYPBZ","CHAR","20","Model or type designation of the equipment.","Oznaka tipa","Specifies the model number or type designation assigned by the manufacturer. Used for equipment classification, spare parts management, and technical specification tracking in CPE procurement.","C9300-24T","equipment","sap_standard","0"
"LFA1","ADRNR","CHAR","10","Address number linking to central address management.","Broj adrese za vezu s centralnim upravljanjem adresa.","Key field linking vendor master to address master data (ADRC table). Enables centralized address maintenance across multiple business objects and supports address standardization.","0000123456","vendor","sap_standard","0"
"LFA1","ERDAT","DATE","8","Date when the vendor master record was created.","Datum kada je kreiran master zapis dobavljača.","Creation date in YYYYMMDD format. Used for vendor onboarding analysis, audit trails, and tracking vendor registration patterns over time.","20240315","vendor","sap_standard","0"
"LFA1","ERNAM","CHAR","12","User ID who created the vendor master record.","ID korisnika koji je kreirao master zapis dobavljača.","SAP user name responsible for vendor master creation. Essential for audit trails, data governance, and identifying data stewards in vendor management processes.","JNOVAK","vendor","sap_standard","0"
"LFA1","LAND1","CHAR","3","Country Key","Ključ države","Vendor country code","CN","vendor","existing","0"
"LFA1","LIFNR","CHAR","10","Vendor Account Number","Broj konta dobavljača","Unique vendor identifier","0000100001","vendor","existing","0"
"LFA1","NAME1","CHAR","35","Vendor Name","Naziv dobavljača","Company name","Huawei Technologies","vendor","existing","0"
"LFA1","ORT01","CHAR","35","City","Grad","Vendor city","Shenzhen","vendor","existing","0"
"LFA1","STRAS","CHAR","60","Street address of the vendor's primary location.","Adresa ulice glavne lokacije dobavljača.","Contains the street name and house number for vendor correspondence and delivery purposes. Used for geographical analysis and vendor location reporting.","Ilica 242","vendor","sap_standard","0"
"LFA1","TELF1","CHAR","16","Primary telephone number of the vendor.","Glavni telefonski broj dobavljača.","First telephone number field for vendor contact information. Critical for vendor communication and support processes in procurement workflows.","+385 1 4567890","vendor","sap_standard","0"
"LFB1","AKONT","CHAR","10","Reconciliation account number linking vendor transactions to general ledger accounts.","Broj računa usklađivanja koji povezuje transakcije dobavljača s računima glavne knjige.","GL account used for automatic posting of vendor transactions. Determines which balance sheet account receives vendor payables postings. Critical for financial reporting and account reconciliation processes. Typically configured per vendor account group and company code.","2100000000","finance","sap_standard","0"
"LFB1","BUKRS","CHAR","4","Company code representing the legal entity for vendor accounting and financial reporting.","Šifra društva koja predstavlja pravnu osobu za računovodstvo dobavljača i financijsko izvještavanje.","Organizational dimension defining which company code the vendor relationship applies to. Essential for multi-company scenarios where same vendor serves different legal entities within the corporate group. Links to company-specific payment terms and accounting treatment.","1000","org_structure","sap_standard","0"
"LFB1","FDGRV","CHAR","10","Planning group code used for cash management and vendor payment planning purposes.","Šifra planske grupe koja se koristi za upravljanje gotovinom i planiranje plaćanja dobavljača.","Categorizes vendors for cash flow planning and liquidity management. Used by treasury functions to group vendors with similar payment patterns or business criticality. Supports automated payment planning and cash requirement forecasting in financial planning processes.","001","finance","sap_standard","0"
"LFB1","LIFNR","CHAR","10","Vendor account number serving as unique identifier for vendor master data.","Broj računa dobavljača koji služi kao jedinstveni identifikator osnovnih podataka dobavljača.","Primary key for vendor master records in SAP. Links to purchasing documents, invoices, and payments. Standard format is 10-character alphanumeric code, often zero-padded (e.g., '0000100234').","0000100234","vendor","sap_standard","0"
"LFB1","ZTERM","CHAR","4","Payment terms code defining payment conditions and due dates for vendor transactions.","Šifra uvjeta plaćanja koja definira uvjete plaćanja i datume dospijeća za transakcije dobavljača.","Master data attribute controlling payment behavior for vendor invoices. Defines cash discount percentages, payment periods, and due date calculations. Common codes include standard terms like '0001' (net 30 days) or '0002' (2% discount within 10 days, net 30).","0001","vendor","sap_standard","0"
"LFB1","ZWELS","CHAR","10","Payment methods code specifying allowed payment processing options for vendor payments.","Šifra načina plaćanja koja specificira dozvoljene opcije obrade plaćanja za plaćanja dobavljača.","Defines payment processing methods available for this vendor, such as bank transfer, check, or electronic payment. Can contain multiple values separated by spaces (e.g., 'T C' for both transfer and check). Controls automatic payment program behavior and payment medium selection.","T","vendor","sap_standard","0"
"LFM1","EKORG","CHAR","4","Purchasing organization code defining organizational unit responsible for procurement activities.","Kod organizacijske jedinice nabave koja je odgovorna za aktivnosti nabave.","Organizational dimension representing purchasing organization in procurement hierarchy. Each vendor can have different terms per purchasing organization. Links vendor master to organizational structure and determines procurement authorization levels.","1000","org_structure","sap_standard","0"
"LFM1","LEBRE","CHAR","1","Service entry sheet required indicator controlling whether service confirmation is needed before invoice processing.","Indikator obaveznog lista usluga koji kontrolira je li potvrda usluge potrebna prije obrade fakture.","Flag for service procurement control: X = service entry sheet required before invoice verification (three-way match for services), blank = direct invoice processing allowed. Used for service orders and subcontracting to ensure service delivery confirmation before payment.","X","goods_receipt","sap_standard","0"
"LFM1","LIFNR","CHAR","10","Vendor account number for identifying business partners in procurement processes.","Broj računa dobavljača za identifikaciju poslovnih partnera u procesima nabave.","Primary key identifying vendors/suppliers in SAP MM module. Used across purchase orders, invoices, and payments. Format typically 10 digits with leading zeros (e.g., 0000100234). Links to vendor master data and all procurement transactions.","0000100234","vendor","sap_standard","0"
"LFM1","WAERS","CHAR","5","Currency key specifying the default currency for transactions with this vendor.","Ključ valute koji specificira zadanu valutu za transakcije s ovim dobavljačem.","Standard ISO currency code (EUR, USD, HRK) defining default currency for purchase orders and invoices with this vendor. Used for currency conversion and financial reporting. Can be overridden at document level.","EUR","finance","sap_standard","0"
"LFM1","WEBRE","CHAR","1","Goods receipt required indicator controlling whether goods receipt is mandatory before invoice verification.","Indikator obaveznog primitka robe koji kontrolira je li primitak robe obavezan prije provjere fakture.","Flag determining invoice verification workflow: X = goods receipt required before invoice posting (three-way match), blank = invoice can be posted without goods receipt (two-way match). Critical for procurement control and prevents payment without delivery confirmation.","X","goods_receipt","sap_standard","0"
"LFM1","ZTERM","CHAR","4","Payment terms code defining payment conditions and due dates for vendor transactions.","Kod uvjeta plaćanja koji definira uvjete plaćanja i rokove dospijeća za transakcije dobavljača.","References payment terms master data specifying payment conditions (net days, cash discount periods, due date calculation). Common values include Z001 (net 30 days), Z014 (2% 14 days net 30). Controls automatic payment processing and cash flow management.","Z030","finance","sap_standard","0"
"LQUA","GESME","","","Total stock quantity representing the complete available quantity in the storage bin.","","Aggregatable measure showing total inventory quantity for the material at the specific warehouse location. Base measure for inventory valuation, stock level monitoring, and replenishment planning in CPE procurement operations.","150.000","inventory","source_column_roles","0"
"LQUA","LGNUM","CHAR","3","Warehouse number identifying the logical warehouse in warehouse management.","Broj skladišta koji identificira logičko skladište u upravljanju skladištima.","Organizational identifier for warehouse management operations. Used to segregate stock data by warehouse facility. Links to warehouse organizational structure and determines warehouse-specific processes and configurations.","001","inventory","sap_standard","0"
"LQUA","LGPLA","CHAR","10","Storage bin location code specifying the exact position within the warehouse.","Kod lokacije skladišnog mjesta koji specificira točnu poziciju unutar skladišta.","Precise warehouse coordinate for stock placement. Enables efficient picking, cycle counting, and inventory tracking. For CPE procurement, critical for locating specific equipment models, serial number ranges, or installation kits within warehouse facilities.","01-02-03","inventory","sap_standard","0"
"LQUA","LGTYP","CHAR","3","Storage type code defining the characteristics of the storage area.","Kod vrste skladišta koji definira karakteristike skladišnog prostora.","Categorizes warehouse areas by function and storage characteristics. Examples include receiving area, bulk storage, picking area, or quality inspection zone. Influences storage strategies, movement types, and warehouse processes for CPE equipment handling.","001","inventory","sap_standard","0"
"LQUA","LQNUM","NUMC","10","Warehouse stock number uniquely identifying each stock record within a warehouse.","Broj skladišne zalihe koji jedinstveno identificira svaki zapis zalihe unutar skladišta.","Primary key for warehouse stock management records. Each quant (quantity unit) in warehouse receives unique LQNUM. Critical for tracking individual stock movements, reservations, and inventory transactions at the most granular level.","0000000123","inventory","sap_standard","0"
"LQUA","MATNR","CHAR","18","Material number uniquely identifying the material or product.","Broj materijala koji jedinstveno identificira materijal ili proizvod.","Links warehouse stock to material master data. In CPE procurement context, represents network equipment, cables, installation materials, or spare parts. Key for joining inventory data with procurement documents, BOMs, and equipment specifications.","000000000000100001","materials","sap_standard","0"
"LQUA","VERME","","","Available stock quantity representing unrestricted, usable inventory quantity.","","Quantity available for consumption, excluding blocked, reserved, or quality-held stock. Key measure for procurement planning and order fulfillment. In CPE context, represents equipment ready for installation or deployment projects.","125.000","inventory","source_column_roles","0"
"LQUA","WERKS","CHAR","4","Plant code identifying the physical location or organizational unit.","Kod pogona koji identificira fizičku lokaciju ili organizacijsku jedinicu.","Organizational dimension linking warehouse stock to specific HT facilities or service regions. Determines valuation area, planning parameters, and procurement responsibilities. Critical for regional inventory analysis and supply chain optimization.","1000","org_structure","sap_standard","0"
"LTAP","LGNUM","CHAR","3","Warehouse number identifying the logical warehouse in warehouse management.","Broj skladišta koji identificira logičko skladište u upravljanju skladištem.","Organizational key that identifies a specific warehouse or distribution center within the warehouse management system. Used to segregate inventory and movement operations by physical location or business unit.","001","inventory","sap_standard","0"
"LTAP","MATNR","CHAR","18","Material number uniquely identifying a material or product in the system.","Broj materijala koji jedinstveno identificira materijal ili proizvod u sustavu.","Master data key linking to material master records. In CPE procurement context, represents network equipment, devices, or components being moved within warehouse operations. Essential for inventory tracking and equipment lifecycle management.","000000000000100001","materials","sap_standard","0"
"LTAP","NLPLA","CHAR","10","Destination storage bin specifying the exact location where material is placed.","Odredišni skladišni pretinac koji specificira točnu lokaciju gdje se materijal postavlja.","Target physical location for material placement during transfer order execution. Ensures proper putaway and maintains inventory accuracy by tracking exact storage coordinates within the destination storage type.","02-05-12","inventory","sap_standard","0"
"LTAP","NLTYP","CHAR","3","Destination storage type defining the characteristics of the target storage area.","Tip odredišnog skladišta koji definira karakteristike ciljnog skladišnog prostora.","Classification of destination storage area with specific storage conditions and policies. Controls where materials can be placed based on storage requirements, material characteristics, and warehouse organization rules.","002","inventory","sap_standard","0"
"LTAP","TANUM","CHAR","12","Transfer order number uniquely identifying a warehouse movement document.","Broj transfernog naloga koji jedinstveno identificira dokument skladišnog pokreta.","Primary identifier for transfer orders that manage internal warehouse movements, stock transfers, and material relocations. Each transfer order can contain multiple line items for different materials or storage locations.","000000001234","inventory","sap_standard","0"
"LTAP","TAPOS","NUMC","4","Transfer order item number identifying individual line items within a transfer order.","Broj stavke transfernog naloga koji identificira pojedinačne stavke u okviru transfernog naloga.","Sequential line item number within a transfer order document. Combined with TANUM forms the complete key for individual material movements or storage location changes within warehouse operations.","0010","inventory","sap_standard","0"
"LTAP","VLPLA","CHAR","10","Source storage bin specifying the exact location where material is picked from.","Izvorni skladišni pretinac koji specificira točnu lokaciju odakle se materijal uzima.","Precise physical location identifier within a storage type, down to the specific bin, shelf, or coordinate position. Critical for warehouse picking operations and inventory accuracy in transfer order execution.","01-01-01","inventory","sap_standard","0"
"LTAP","VLTYP","CHAR","3","Source storage type defining the characteristics of the origin storage area.","Tip skladišta izvora koji definira karakteristike izvornog skladišnog prostora.","Classification of storage area characteristics such as storage conditions, access restrictions, or storage method (bulk, rack, etc.). Determines storage policies and movement rules for materials at the source location.","001","inventory","sap_standard","0"
"LTAP","VSOLM","QUAN","13","Source quantity in base unit of measure for the material being transferred.","Izvorна količina u osnovnoj mjerni jedinici za materijal koji se prebacuje.","Quantity of material to be moved from source location, expressed in the material's base unit of measure. Critical for inventory accuracy and warehouse operation planning, ensuring correct amounts are picked and transferred.","10.000","inventory","sap_standard","0"
"LTAP","WERKS","CHAR","4","Plant code identifying the manufacturing or distribution facility.","Kod pogona koji identificira proizvodni ili distribucijski objekt.","Organizational unit representing a physical location where materials are stored, processed, or distributed. In telecom context, typically represents warehouses, distribution centers, or regional facilities managing CPE inventory.","1000","org_structure","sap_standard","0"
"MAKT","MAKTX","CHAR","40","Material description text in specified language.","Tekst opisa materijala na navedenom jeziku.","Human-readable material description corresponding to MATNR and SPRAS combination. Used in purchase requisitions, purchase orders, and reports for business user identification of materials instead of cryptic material numbers.","Cisco Router ASR1001-X","materials","sap_standard","0"
"MAKT","MATNR","CHAR","18","Unique identifier for material master data.","Jedinstveni identifikator osnovnih podataka materijala.","Material number serves as the primary key in SAP material master. Links to purchase orders, goods receipts, inventory movements, and vendor catalogs. Format typically 18 characters with leading zeros for internal materials.","000000000000100001","materials","sap_standard","0"
"MAKT","SPRAS","LANG","1","Language key for material description text.","Ključ jezika za tekst opisa materijala.","SAP language identifier enabling multilingual material descriptions. Common values: E=English, D=German, H=Croatian. One MATNR can have multiple SPRAS entries for localized text.","E","cross_domain","sap_standard","0"
"MARA","BRGEW","QUAN","13","Gross Weight","Bruto težina","Weight for logistics","0.450","materials","existing","0"
"MARA","ERDAT","DATE","8","Date when the material master record was created.","Datum kada je kreiran glavna zapisa materijala","System-generated timestamp indicating when the material was first created in SAP. Used for material master governance, audit trails, and analyzing introduction patterns of new CPE equipment types into the procurement catalog.","20231115","materials","sap_standard","0"
"MARA","ERNAM","CHAR","12","User ID of the person who created the material master record.","Korisnički ID osobe koja je kreirala glavna zapisa materijala","SAP user who initially created the material master. Important for material master governance, accountability, and identifying creation patterns. Links to user master data for full name and organizational assignment in CPE catalog management processes.","JNOVAK","materials","sap_standard","0"
"MARA","GEWEI","UNIT","3","Unit of measure for weight specifications.","Jedinica mjere za specifikacije težine","Defines the unit of measure used for weight fields like gross weight (BRGEW) and net weight. Common values include KG (kilograms), G (grams), LB (pounds). Essential for weight-based logistics and shipping calculations in CPE equipment procurement.","KG","materials","sap_standard","0"
"MARA","MATKL","CHAR","9","Material Group","Grupa materijala","Groups materials by type (routers modems ONTs)","CPE-RTR","materials","existing","0"
"MARA","MATNR","CHAR","18","Material Number","Broj materijala","Unique material identifier","CPE-RTR-001","materials","existing","0"
"MARA","MEINS","UNIT","3","Base Unit of Measure","Osnovna jedinica mjere","Default UoM","ST","materials","existing","0"
"MARA","MSTAE","CHAR","2","Cross-plant material status controlling material usage and transactions.","Međupogonski status materijala koji kontrolira korištenje i transakcije","Controls which business transactions are allowed for the material across all plants. Values like 01=Active, 02=Blocked for procurement, 11=Obsolete. Critical for managing CPE equipment lifecycle from active procurement through phase-out and disposal.","01","materials","sap_standard","0"
"MARA","MTART","CHAR","4","Material Type","Vrsta materijala","HAWA=Trading Goods FERT=Finished Product","HAWA","materials","existing","0"
"MARA","PRDHA","CHAR","18","Product hierarchy code for detailed product classification structure.","Kod hijerarhije proizvoda za detaljnu strukturu klasifikacije proizvoda","Multi-level hierarchical classification allowing detailed product categorization beyond material groups. Typically structured as concatenated levels (e.g., 010203 = Level1:01, Level2:02, Level3:03). For CPE equipment, enables classification like Network/Wireless/Router or Access/Fixed/Modem for sophisticated procurement analytics and sourcing strategies.","010203040506070809","materials","sap_standard","0"
"MARA","SPART","CHAR","2","Division code representing a product line or business area.","Kod divizije koji predstavlja liniju proizvoda ili poslovnu oblast","Organizational dimension grouping materials by business area or product line within the company structure. For CPE procurement, might distinguish between residential equipment (modems, routers), business equipment, or network infrastructure. Used in pricing, sales organization assignment, and reporting hierarchies.","10","org_structure","sap_standard","0"
"MARC","BESKZ","CHAR","1","Procurement type indicator controlling how material is obtained.","Indikator vrste nabave koji kontrolira način nabave materijala.","Procurement type determines sourcing strategy. Common values: E=In-house production, F=External procurement, X=Both. For CPE equipment, typically F (external) since telecommunications equipment is purchased from vendors rather than manufactured internally.","F","procurement","sap_standard","0"
"MARC","DISMM","CHAR","2","MRP type controlling material requirements planning procedure.","Vrsta MRP-a koja kontrolira postupak planiranja potreba materijala.","MRP type determines how the system calculates material requirements. Common values: PD=MRP, VV=Consumption-based planning, ND=No planning. Critical for CPE inventory optimization and automatic replenishment strategies.","PD","materials","sap_standard","0"
"MARC","DISPO","CHAR","3","MRP controller responsible for material planning activities.","MRP kontrolor odgovoran za aktivnosti planiranja materijala.","MRP controller is the person or organizational unit responsible for monitoring and managing material availability. In CPE procurement, assigns responsibility for equipment planning and ensures adequate stock levels for deployment activities.","001","materials","sap_standard","0"
"MARC","EKGRP","CHAR","3","Purchasing group responsible for procuring the material.","Nabavna grupa odgovorna za nabavu materijala.","Purchasing group defines the organizational unit handling procurement activities for this material. Links to buyer responsibilities, vendor relationships, and procurement strategies. Essential for CPE vendor management and sourcing decisions.","CPE","procurement","sap_standard","0"
"MARC","LGPRO","CHAR","4","Default storage location for production supply area.","Zadano skladište za područje opskrbe proizvodnje.","Production storage location identifies where materials are staged for production or deployment activities. In CPE procurement, represents the warehouse or staging area where equipment is prepared before field deployment to customer premises.","0001","inventory","sap_standard","0"
"MARC","MATNR","CHAR","18","Unique identifier for material master record.","Jedinstveni identifikator matičnog zapisa materijala.","Material number is the primary key linking all material-related transactions and master data. In CPE procurement, identifies specific equipment models, spare parts, or services. Format typically 18 digits with leading zeros.","000000000000100001","materials","sap_standard","0"
"MARC","PLIFZ","DEC","3","Planned delivery time in days from vendor to plant.","Planirano vrijeme dostave u danima od dobavljača do pogona.","Planned delivery time represents the expected lead time for material procurement. Critical for MRP calculations and procurement planning. In CPE context, includes vendor lead times plus any customs clearance for imported equipment.","14","procurement","sap_standard","0"
"MARC","SERNP","CHAR","4","Serial number profile controlling serial number management.","Profil serijskog broja koji kontrolira upravljanje serijskim brojevima.","Serial number profile determines how the system handles serial number assignment and tracking. Essential for CPE equipment where individual units must be tracked through deployment, maintenance, and lifecycle management for regulatory and warranty purposes.","EQUI","equipment","sap_standard","0"
"MARC","SOBSL","CHAR","2","Special procurement type for alternative sourcing methods.","Vrsta posebne nabave za alternativne načine nabave.","Special procurement defines alternative sourcing rules beyond standard procurement. Values like 10=Stock transfer, 20=Subcontracting, 30=Production. In CPE context, might indicate equipment sourced through intercompany transfers or special vendor arrangements.","10","procurement","sap_standard","0"
"MARC","WERKS","CHAR","4","Plant code identifying the manufacturing or logistics facility.","Šifra pogona koji identificira proizvodno ili logističko postrojenje.","Plant represents the organizational unit for material planning and procurement. In HT context, could represent different regional facilities, warehouses, or technical centers handling CPE equipment deployment and maintenance.","1000","org_structure","sap_standard","0"
"MARD","INSME","QUAN","13","Quality inspection stock quantity for material at storage location.","Količina zaliha u kontroli kvalitete","Stock quantity currently undergoing quality inspection before being released to unrestricted use. Part of the total stock but not available for immediate consumption or delivery until inspection is completed.","25.000","inventory","sap_standard","0"
"MARD","LABST","QUAN","13","Unrestricted Stock","Slobodne zalihe","Available stock quantity","500.000","inventory","existing","0"
"MARD","LGORT","CHAR","4","Storage Location","Lokacija skladišta","Specific storage location","HT11","inventory","existing","0"
"MARD","MATNR","CHAR","18","Material Number","Broj materijala","Material in stock","CPE-RTR-001","inventory","existing","0"
"MARD","SPEME","QUAN","13","Blocked stock quantity for material at storage location.","Količina blokiranih zaliha","Stock quantity that is physically present but blocked from use due to quality issues, legal restrictions, or other business reasons. Cannot be used for production or sales until the block is removed.","12.500","inventory","sap_standard","0"
"MARD","WERKS","CHAR","4","Plant","Pogon","Plant where stock is held","HT10","inventory","existing","0"
"MARM","MATNR","CHAR","40","Material number that uniquely identifies a material in the system.","Broj materijala koji jedinstveno identificira materijal u sustavu.","Primary key for material master data across all SAP modules. Links to material master (MARA), purchase orders, goods movements, and inventory records. Format follows SAP material number conventions with leading zeros.","000000000000100001","materials","sap_standard","0"
"MARM","MEINH","CHAR","3","Alternative unit of measure for material quantity conversion.","Alternativna mjerna jedinica za konverziju količina materijala.","Unit of measure code used in conversion calculations alongside base unit. Common values include KG (kilogram), ST (piece), M (meter), L (liter). Links to unit conversion tables and enables multi-unit procurement and inventory management.","KG","materials","sap_standard","0"
"MARM","UMREN","DEC","5","Conversion factor denominator for unit of measure calculations.","Nazivnik faktora konverzije za kalkulacije mjernih jedinica.","Denominator part of the conversion ratio between alternative unit and base unit. Works with UMREZ to enable precise unit conversions. For example, if 1000 grams = 1 kilogram, then UMREZ=1000 and UMREN=1 for the gram-to-kilogram conversion.","1","materials","sap_standard","0"
"MARM","UMREZ","DEC","5","Conversion factor numerator for unit of measure calculations.","Brojnik faktora konverzije za kalkulacije mjernih jedinica.","Numerator part of the conversion ratio between alternative unit and base unit. Used with UMREN to calculate: base_quantity = alternative_quantity * UMREZ / UMREN. Essential for accurate procurement quantities and inventory calculations across different units.","1000","materials","sap_standard","0"
"MCHB","CHARG","CHAR","10","Batch number for tracking specific production lots or procurement batches.","Broj serije za praćenje određenih proizvodnih serija ili nabavnih skupina.","Enables traceability and quality management by grouping materials with common characteristics, production date, or supplier lot. Critical for batch-managed materials in pharmaceuticals, food, or technical equipment where individual unit tracking is required.","2024010001","inventory","sap_standard","0"
"MCHB","CINSM","QUAN","17","Quality inspection stock quantity temporarily blocked pending quality approval.","Količina zaliha u kontroli kvalitete privremeno blokirana do odobrenja kvalitete.","Stock received but not yet released for use, typically from goods receipts requiring quality inspection. Cannot be consumed until moved to unrestricted stock through quality management processes. Important for CPE equipment requiring certification before deployment.","25.000","inventory","sap_standard","0"
"MCHB","CLABS","QUAN","17","Unrestricted-use stock quantity available for consumption or sales.","Količina zaliha za neograničenu upotrebu dostupna za potrošnju ili prodaju.","Represents freely available inventory that can be reserved, issued, or sold without restrictions. Key measure for procurement planning and availability checking. Measured in base unit of measure for the material.","150.000","inventory","sap_standard","0"
"MCHB","CSPEM","QUAN","17","Blocked stock quantity unavailable for use due to quality or other restrictions.","Količina blokiranih zaliha nedostupna za upotrebu zbog kvalitete ili drugih ograničenja.","Stock explicitly blocked from consumption due to quality issues, damage, or administrative restrictions. Requires manual release or disposal decision. Critical for tracking defective CPE equipment that cannot be deployed to customers.","5.000","inventory","sap_standard","0"
"MCHB","LGORT","CHAR","4","Storage location code within a plant for physical inventory management.","Šifra skladišta unutar pogona za upravljanje fizičkim zalihama.","Subdivides plant inventory into specific physical or logical storage areas. Used for goods receipt posting, inventory counts, and stock transfer processes. Links with plant to form complete storage address.","0001","inventory","sap_standard","0"
"MCHB","MATNR","CHAR","40","Material number uniquely identifying a material master record.","Broj materijala koji jedinstveno identificira zapis osnovnih podataka materijala.","Primary key for material master data across all SAP modules. Links to material specifications, pricing, and procurement parameters. Standard 18-character field often padded with leading zeros.","000000000000100001","materials","sap_standard","0"
"MCHB","WERKS","CHAR","4","Plant code representing a physical location or organizational unit for production and procurement.","Šifra pogona koja predstavlja fizičku lokaciju ili organizacijsku jedinicu za proizvodnju i nabavu.","Key organizational dimension in SAP controlling material flow, inventory valuation, and procurement processes. Links to company code and defines local procurement rules and stock valuation areas.","1000","org_structure","sap_standard","0"
"MKPF","BKTXT","CHAR","25","Header text providing description of the material document.","Tekst zaglavlja koji opisuje materijalni dokument.","Free text field for document description or reference information. Often contains delivery note numbers, supplier references, or operational notes. Useful for document identification and audit purposes.","GR PO 4500000123","goods_receipt","sap_standard","0"
"MKPF","BLDAT","DATE","8","Document date when the material movement was recorded.","Datum dokumenta kada je zabilježeno kretanje materijala.","Business date of the material document, typically the date when the physical goods movement occurred. Used for business reporting and audit trails, may differ from posting date (BUDAT).","20241115","goods_receipt","sap_standard","0"
"MKPF","BUDAT","DATE","8","Posting Date","Datum knjiženja","Date GR was posted in SAP","20260120","goods_receipt","existing","0"
"MKPF","MBLNR","CHAR","10","Material Document Number","Broj materijalnog dokumenta","Unique GR document number","5000000001","goods_receipt","existing","0"
"MKPF","MJAHR","NUMC","4","Fiscal year of the material document.","Fiskalna godina materialnog dokumenta.","Four-digit fiscal year used for temporal partitioning of material documents. Combined with MBLNR forms unique document identification. Essential for period-based reporting and archival processes.","2024","goods_receipt","sap_standard","0"
"MKPF","USNAM","CHAR","12","User Name","Korisničko ime","User who posted the GR","WAREHOUSE01","goods_receipt","existing","0"
"MKPF","XBLNR","CHAR","16","Reference to external document number from source system.","Referenca na broj vanjskog dokumenta iz izvornog sustava.","External reference number linking SAP material document to source documents like delivery notes, packing slips, or supplier documents. Critical for three-way matching and cross-system reconciliation in procurement processes.","DN-2024-001234","goods_receipt","sap_standard","0"
"MSEG","BWART","CHAR","3","Movement Type","Vrsta kretanja","101=GR 102=GR reversal 122=Return to vendor","101","goods_receipt","existing","0"
"MSEG","DMBTR","CURR","13","Amount in local currency for the goods movement valuation.","Iznos u lokalnoj valuti","Monetary value of goods movement in company code currency. Used for financial impact analysis of procurement activities. Positive for goods receipts, negative for goods issues. Critical for spend analytics and inventory valuation.","12500.00","finance","sap_standard","0"
"MSEG","EBELN","CHAR","10","PO Number","Broj narudžbenice","Reference to originating PO","4500000001","goods_receipt","existing","0"
"MSEG","EBELP","NUMC","5","PO Item","Stavka narudžbenice","Reference to PO line item","00010","goods_receipt","existing","0"
"MSEG","LGORT","CHAR","4","Storage location code within a plant for detailed inventory positioning.","Mjesto skladištenja","Four-character storage location identifier within a plant. Provides granular inventory location tracking for materials management. Used with WERKS to define exact storage position for goods receipt analysis.","0001","inventory","sap_standard","0"
"MSEG","LIFNR","CHAR","10","Vendor account number for goods receipt processing.","Broj dobavljača","Ten-digit vendor master identifier in SAP. Links goods movements to supplier for procurement analytics and three-way matching (PO-GR-Invoice). Critical for vendor performance analysis and spend visibility in CPE procurement.","0000100234","vendor","sap_standard","0"
"MSEG","MATNR","CHAR","18","Material Number","Broj materijala","Material received","CPE-RTR-001","goods_receipt","existing","0"
"MSEG","MBLNR","CHAR","10","Material Document Number","Broj materijalnog dokumenta","Links to MKPF header","5000000001","goods_receipt","existing","0"
"MSEG","MEINS","UNIT","3","Base unit of measure for the material quantity.","Osnovna mjerna jedinica","Three-character ISO unit code defining how material quantities are measured. Essential companion field to MENGE for proper quantity interpretation. Common CPE values include PCE (pieces), KG (kilograms), M (meters).","PCE","materials","sap_standard","0"
"MSEG","MENGE","QUAN","13","Quantity","Količina","Quantity received","100.000","goods_receipt","existing","0"
"MSEG","MJAHR","NUMC","4","Material document fiscal year for temporal grouping and archiving.","Fiskalna godina materijalnog dokumenta","Four-digit fiscal year when the material document was posted. Used for period-based reporting and data archiving in SAP. Essential for time-series analysis of goods movements.","2024","goods_receipt","sap_standard","0"
"MSEG","SERNP","CHAR","4","Serial Number Profile","Profil serijskog broja","Controls serial number assignment at GR","HT01","goods_receipt","existing","0"
"MSEG","WAERS","CUKY","5","Currency code for the document amount field DMBTR.","Šifra valute","Five-character ISO currency code defining the monetary unit for DMBTR amounts. Typically company code local currency. Essential for multi-currency procurement reporting and financial consolidation.","EUR","finance","sap_standard","0"
"MSEG","WERKS","CHAR","4","Plant code identifying the physical location where goods movement occurred.","Šifra pogona","Four-character plant identifier in SAP organizational structure. Represents manufacturing facility, warehouse, or distribution center. Critical dimension for location-based procurement analytics and inventory management.","1000","org_structure","sap_standard","0"
"MSEG","ZEILE","NUMC","4","Line Item","Stavka","Line item within GR document","0001","goods_receipt","existing","0"
"MSKA","KAINS","QUAN","13","Sales order stock quantity in quality inspection status.","Količina zaliha za prodajni nalog u statusu kontrole kvalitete.","Quantity of sales order stock currently undergoing quality inspection. Cannot be delivered until inspection is completed and stock moves to available status. Part of quality management process.","25.000","inventory","sap_standard","0"
"MSKA","KALAB","QUAN","13","Sales order stock quantity available for delivery.","Količina zaliha za prodajni nalog dostupna za isporuku.","Quantity of material allocated to specific sales orders but not yet delivered. Part of special stock management in SAP. Measured in base unit of measure for the material.","100.000","inventory","sap_standard","0"
"MSKA","KASPE","QUAN","13","Sales order stock quantity in blocked status for delivery.","Količina zaliha za prodajni nalog u blokiranom statusu za isporuku.","Quantity of sales order stock that is blocked from delivery due to business reasons. May be blocked for quality issues, customer credit problems, or other business constraints.","10.000","inventory","sap_standard","0"
